IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Capacitance,Tolerance,Voltage,Dielectric,ESR,Ripple,Package,Height,Polarized,TempRange,Lifecycle,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_C-????,C0402_33pF_16V_±10%_C0G,CAP CER 33PF 16V C0G/NP0 0402,33pF 16V (C0G),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C330K4GACTU,https://www.digikey.es/es/products/detail/kemet/C0402C330K4GACTU/2196588,,,,,33pF,±10%,16V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_33pF_50V_±10%_C0G,CAP CER 33PF 50V C0G/NP0 0603,33pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C330K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C330K5GACTU/2200506,,,,,33pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_33pF_50V_±10%_X7R,CAP CER 33PF 50V X7R 0603,33pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C330K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C330K5RACTU/10482988,,,,,33pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_33pF_50V_±10%_X8R,CAP CER 33PF 50V X8R 0603,33pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C330K5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C330K5HACTU/7946870,,,,,33pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_33pF_50V_±20%_X8R,CAP CER 33PF 50V X8R 0603,33pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C330M5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C330M5HACTU/7947133,,,,,33pF,±20%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_33pF_100V_±5%_X8R,CAP CER 33PF 100V X8R 0603,33pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C330J1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C330J1HACTU/7946646,,,,,33pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_33pF_50V_±10%_C0G,CAP CER 33PF 50V C0G/NP0 0805,33pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C330K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C330K5GACTU/2212525,,,,,33pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_33pF_50V_±10%_X7R,CAP CER 33PF 50V X7R 0805,33pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C330K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C330K5RACTU/8572467,,,,,33pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_330pF_16V_±10%_X7R,CAP CER 330PF 16V X7R 0402,330pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C331K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C331K4RACTU/2196600,,,,,330pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_330pF_50V_±10%_X7R,CAP CER 330PF 50V X7R 0603,330pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C331K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C331K5RACTU/411075,,,,,330pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_330pF_50V_±10%_C0G,CAP CER 330PF 50V C0G/NP0 0603,330pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C331K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C331K5GACTU/2200533,,,,,330pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_330pF_25V_±5%_X8R,CAP CER 330PF 25V X8R 0603,330pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C331J3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C331J3HACTU/7946592,,,,,330pF,±5%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_330pF_50V_±20%_X8R,CAP CER 330PF 50V X8R 0603,330pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C331M5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C331M5HACTU/7947157,,,,,330pF,±20%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_330pF_100V_±5%_X8R,CAP CER 0603 330PF 100V ULTRA ST,330pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603X331J1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603X331J1HACAUTO/8325859,,,,,330pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_330pF_50V_±2%_X8R,CAP CER 0603 330PF 50V ULTRA STA,330pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603X331G5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603X331G5HACTU/8334085,,,,,330pF,±2%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_330pF_6.3V_±10%_X7R,CAP CER 330PF 6.3V X7R 0402,330pF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C331K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C331K9RACTU/18169802,,,,,330pF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_330pF_50V_±10%_X7R,CAP CER 330PF 50V X7R 0805,330pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C331K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C331K5RACTU/411139,,,,,330pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_330pF_50V_±10%_C0G,CAP CER 330PF 50V C0G/NP0 0805,330pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C331K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C331K5GACTU/1933622,,,,,330pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_3.3nF_16V_±10%_X7R,CAP CER 3300PF 16V X7R 0402,3.3nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C332K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C332K4RACTU/2196612,,,,,3.3nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.3nF_50V_±10%_X7R,CAP CER 3300PF 50V X7R 0603,3.3nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C332K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C332K5RACTU/411085,,,,,3.3nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.3nF_50V_±10%_C0G,CAP CER 3300PF 50V C0G/NP0 0603,3.3nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C332K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C332K5GACTU/2200564,,,,,3.3nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.3nF_100V_±10%_X8R,CAP CER 3300PF 100V X8R 0603,3.3nF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C332K1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C332K1HACAUTO/9343289,,,,,3.3nF,±10%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.3nF_50V_±5%_X8R,CAP CER 3300PF 50V X8R 0603,3.3nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C332J5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C332J5HACTU/5879173,,,,,3.3nF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_3.3nF_6.3V_±10%_X7R,CAP CER 3300PF 6.3V X7R 0402,3.3nF 6.3V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C332K9RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C332K9RACTU/2196616,,,,,3.3nF,±10%,6.3V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_3.3nF_50V_±10%_X7R,CAP CER 3300PF 50V X7R 0805,3.3nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C332K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C332K5RACTU/411152,,,,,3.3nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_3.3nF_50V_±10%_C0G,CAP CER 3300PF 50V C0G/NP0 0805,3.3nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C332K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C332K5GACTU/2212588,,,,,3.3nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_36pF_50V_±10%_X8R,CAP CER 0603 36PF 50V ULTRA STAB,36pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C360K5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C360K5HACAUTO/7957274,,,,,36pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_360pF_25V_±5%_X8R,CAP CER 360PF 25V X8R 0603,360pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C361J3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C361J3HACTU/7946593,,,,,360pF,±5%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_39pF_16V_±10%_C0G,CAP CER 39PF 16V C0G/NP0 0402,39pF 16V (C0G),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C390K4GACTU,https://www.digikey.es/es/products/detail/kemet/C0402C390K4GACTU/2196654,,,,,39pF,±10%,16V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_39pF_50V_±10%_C0G,CAP CER 39PF 50V C0G/NP0 0603,39pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C390K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C390K5GACTU/2200656,,,,,39pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_39pF_50V_±10%_X7R,CAP CER 39PF 50V X7R 0603,39pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C390K5RACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C390K5RACAUTO/10642377,,,,,39pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_39pF_50V_±10%_C0G,CAP CER 39PF 50V C0G/NP0 0805,39pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C390K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C390K5GACTU/2212679,,,,,39pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_390pF_16V_±10%_X7R,CAP CER 390PF 16V X7R 0402,390pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C391K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C391K4RACTU/2196666,,,,,390pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_390pF_50V_±10%_X7R,CAP CER 390PF 50V X7R 0603,390pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C391K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C391K5RACTU/411076,,,,,390pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_390pF_50V_±10%_C0G,CAP CER 390PF 50V C0G/NP0 0603,390pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C391K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C391K5GACTU/2200680,,,,,390pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_390pF_50V_±1%_X8R,CAP CER 0603 390PF 50V ULTRA STA,390pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C391F5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C391F5HACAUTO/7956514,,,,,390pF,±1%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_390pF_100V_±5%_X8R,CAP CER 390PF 100V X8R 0603,390pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C391J1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C391J1HACTU/7946672,,,,,390pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_390pF_50V_±10%_X8R,CAP CER 0603 390PF 50V ULTRA STA,390pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C391K5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C391K5HACAUTO/7957299,,,,,390pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_390pF_50V_±10%_X7R,CAP CER 390PF 50V X7R 0805,390pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C391K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C391K5RACTU/411140,,,,,390pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_390pF_50V_±10%_C0G,CAP CER 390PF 50V C0G/NP0 0805,390pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C391K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C391K5GACTU/2212701,,,,,390pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_3.9nF_16V_±10%_X7R,CAP CER 3900PF 16V X7R 0402,3.9nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C392K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C392K4RACTU/2196674,,,,,3.9nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_3.9nF_50V_±10%_X7R,CAP CER 3900PF 50V X7R 0603,3.9nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C392K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C392K5RACTU/2200697,,,,,3.9nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_3.9nF_50V_±10%_X7R,CAP CER 3900PF 50V X7R 0805,3.9nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C392K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C392K5RACTU/411153,,,,,3.9nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.3pF_50V_±10%_C0G,CAP CER 4.3PF 50V C0G/NP0 0603,4.3pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C439K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C439K5GACTU/2200755,,,,,4.3pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.3pF_100V_±0.5pF_X8R,CAP CER 4.3PF 100V X8R 0603,4.3pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C439D1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C439D1HACTU/7945943,,,,,4.3pF,±0.5pF,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C1206_4.7uF_50V_±10%_X7R,CAP CER 4.7UF 50V X7R 1206,4.7uF 50V (X7R),Capacitors:C,Capacitor_SMD:C_1206_3216Metric,KEMET,C1206C475K5RACTU,https://www.digikey.es/es/products/detail/kemet/C1206C475K5RACTU/5119822,,,,,4.7uF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C1210_4.7uF_50V_±10%_X7R,CAP CER 4.7UF 50V X7R 1210,4.7uF 50V (X7R),Capacitors:C,Capacitor_SMD:C_1210_3225Metric,KEMET,C1210C475K5RACTU,https://www.digikey.es/es/products/detail/kemet/C1210C475K5RACTU/2216923,,,,,4.7uF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C1812_4.7uF_50V_±10%_X7R,CAP CER 4.7UF 50V X7R 1812,4.7uF 50V (X7R),Capacitors:C,Capacitor_SMD:C_1812_4532Metric,KEMET,C1812C475K5RACTU,https://www.digikey.es/es/products/detail/kemet/C1812C475K5RACTU/2235864,,,,,4.7uF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C2220_4.7uF_50V_±10%_X7R,CAP CER 4.7UF 50V X7R 2220,4.7uF 50V (X7R),Capacitors:C,Capacitor_SMD:C_2220_5750Metric,KEMET,C2220C475K5RACTU,https://www.digikey.es/es/products/detail/kemet/C2220C475K5RACTU/7795454,,,,,4.7uF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7pF_50V_±10%_C0G,CAP CER 4.7PF 50V C0G/NP0 0603,4.7pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C479K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C479K5GACTU/2200909,,,,,4.7pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7pF_50V_±0.5pF_X8R,CAP CER 4.7PF 50V X8R 0603,4.7pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C479D5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C479D5HACTU/7945918,,,,,4.7pF,±0.5pF,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.7pF_100V_±0.25pF_X8R,CAP CER 0603 4.7PF 100V ULTRA ST,4.7pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603X479C1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603X479C1HACTU/8333531,,,,,4.7pF,±0.25pF,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_4.7pF_50V_±10%_C0G,CAP CER 4.7PF 50V C0G/NP0 0805,4.7pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C479K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C479K5GACTU/2212918,,,,,4.7pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_4.3nF_50V_±5%_X8R,CAP CER 0603,4.3nF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C432J5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C432J5HACAUTO/18168109,,,,,4.3nF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_47pF_16V_±10%_C0G,CAP CER 47PF 16V C0G/NP0 0402,47pF 16V (C0G),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C470K4GACTU,https://www.digikey.es/es/products/detail/kemet/C0402C470K4GACTU/2196716,,,,,47pF,±10%,16V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_50V_±10%_X7R,CAP CER 47PF 50V X7R 0603,47pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470K5RACTU/7795465,,,,,47pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_50V_±10%_C0G,CAP CER 47PF 50V C0G/NP0 0603,47pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470K5GACTU/2200781,,,,,47pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_25V_±2%_X8R,CAP CER 47PF 25V X8R 0603,47pF 25V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470G3HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470G3HACTU/7946309,,,,,47pF,±2%,25V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_50V_±10%_X8R,CAP CER 0603 47PF 50V ULTRA STAB,47pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470K5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C470K5HACAUTO/7957277,,,,,47pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_50V_±5%_X8R,CAP CER 47PF 50V X8R 0603,47pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470J5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470J5HACTU/7946611,,,,,47pF,±5%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_50V_±20%_X8R,CAP CER 47PF 50V X8R 0603,47pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470M5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470M5HACTU/7947137,,,,,47pF,±20%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_100V_±5%_X8R,CAP CER 47PF 100V X8R 0603,47pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470J1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470J1HACTU/7946650,,,,,47pF,±5%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_100V_±2%_X8R,CAP CER 47PF 100V X8R 0603,47pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470G1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470G1HACTU/7946387,,,,,47pF,±2%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_100V_±20%_X8R,CAP CER 0603 47PF 100V ULTRA STA,47pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470M1HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C470M1HACAUTO/7957579,,,,,47pF,±20%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_47pF_100V_±1%_X8R,CAP CER 47PF 100V X8R 0603,47pF 100V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C470F1HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C470F1HACTU/7946124,,,,,47pF,±1%,100V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
