IPN,Part Number,Description,Value,Symbol,Footprint,Manufacturer,Manufacturer Part Number,Suplier URL,Manufacturer Alternative,MPN Alternative,Manufacturer Alternative 2,MPN Alternative 2,Capacitance,Tolerance,Voltage,Dielectric,ESR,Ripple,Package,Height,Polarized,TempRange,Lifecycle,RoHS,Datasheet,Created By,Created On,Approved By,Approved On,Revision,Comments,Cost_1,Cost_10,Cost_100,Cost_500,Cost_1000,Cost_2500,Cost_5000
IPN_C-????,C0805_6.8nF_50V_±10%_X7R,CAP CER 6800PF 50V X7R 0805,6.8nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C682K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C682K5RACTU/411156,,,,,6.8nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_6.8nF_50V_±10%_C0G,CAP CER 6800PF 50V C0G/NP0 0805,6.8nF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C682K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C682K5GACTU/2213119,,,,,6.8nF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_7.5pF_50V_±0.25pF_X8R,CAP CER 0603 7.5PF 50V ULTRA STA,7.5pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C759C5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C759C5HACAUTO/7956200,,,,,7.5pF,±0.25pF,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_75pF_50V_±10%_X7R,CAP CER 75PF 50V X7R 0603,75pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C750K5RACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C750K5RACAUTO/16798108,,,,,75pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_75pF_50V_±10%_X8R,CAP CER 75PF 50V X8R 0603,75pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C750K5HACTU,https://www.digikey.es/es/products/detail/kemet/C0603C750K5HACTU/7946879,,,,,75pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_750pF_50V_±10%_C0G,CAP CER 750PF 50V C0G/NP0 0603,750pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C751K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C751K5GACTU/2201176,,,,,750pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_8.2pF_50V_±10%_C0G,CAP CER 8.2PF 50V C0G/NP0 0603,8.2pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C829K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C829K5GACTU/2201278,,,,,8.2pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_8.2pF_50V_±10%_C0G,CAP CER 8.2PF 50V C0G/NP0 0805,8.2pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C829K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C829K5GACTU/1850941,,,,,8.2pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_82pF_16V_±10%_X7R,CAP CER 82PF 16V X7R 0402,82pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C820K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C820K4RACTU/17196082,,,,,82pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_82pF_50V_±10%_C0G,CAP CER 82PF 50V C0G/NP0 0603,82pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C820K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C820K5GACTU/411061,,,,,82pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_82pF_50V_±10%_X7R,CAP CER 82PF 50V X7R 0603,82pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C820K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C820K5RACTU/12701038,,,,,82pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_82pF_50V_±10%_X8R,CAP CER 0603 82PF 50V ULTRA STAB,82pF 50V (X8R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C820K5HACAUTO,https://www.digikey.es/es/products/detail/kemet/C0603C820K5HACAUTO/7957283,,,,,82pF,±10%,50V,X8R,,,,,,-55°C ~ 150°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_82pF_50V_±10%_C0G,CAP CER 82PF 50V C0G/NP0 0805,82pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C820K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C820K5GACTU/2213204,,,,,82pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_820pF_16V_±10%_X7R,CAP CER 820PF 16V X7R 0402,820pF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C821K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C821K4RACTU/2196964,,,,,820pF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_820pF_50V_±10%_X7R,CAP CER 820PF 50V X7R 0603,820pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C821K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C821K5RACTU/411080,,,,,820pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_820pF_50V_±10%_C0G,CAP CER 820PF 50V C0G/NP0 0603,820pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C821K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0603C821K5GACTU/2201228,,,,,820pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_820pF_50V_±10%_X7R,CAP CER 820PF 50V X7R 0805,820pF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C821K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C821K5RACTU/411144,,,,,820pF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_820pF_50V_±10%_C0G,CAP CER 820PF 50V C0G/NP0 0805,820pF 50V (C0G),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C821K5GACTU,https://www.digikey.es/es/products/detail/kemet/C0805C821K5GACTU/2213224,,,,,820pF,±10%,50V,C0G,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0402_8.2nF_16V_±10%_X7R,CAP CER 8200PF 16V X7R 0402,8.2nF 16V (X7R),Capacitors:C,Capacitor_SMD:C_0402_1005Metric,KEMET,C0402C822K4RACTU,https://www.digikey.es/es/products/detail/kemet/C0402C822K4RACTU/411039,,,,,8.2nF,±10%,16V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0603_8.2nF_50V_±10%_X7R,CAP CER 8200PF 50V X7R 0603,8.2nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0603_1608Metric,KEMET,C0603C822K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0603C822K5RACTU/2201243,,,,,8.2nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
IPN_C-????,C0805_8.2nF_50V_±10%_X7R,CAP CER 8200PF 50V X7R 0805,8.2nF 50V (X7R),Capacitors:C,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C822K5RACTU,https://www.digikey.es/es/products/detail/kemet/C0805C822K5RACTU/2209772,,,,,8.2nF,±10%,50V,X7R,,,,,,-55°C ~ 125°C,Activo,,,AMR,22/08/2026,,,,,,,,,,,
